Model,Scenario,Cutoff_Percentage,Scenario_Cutoff,SMAPE,MAE,MSE,curve_idx,SMAPE_rank,MAE_rank,MSE_rank,Average_rank
LC-PFN,UL,0.5,UL_50%,0.3927650451660156,0.0076082488521933556,0.00010248833859805018,594,2.0,2.0,2.0,2.0
MMF4,UL,0.5,UL_50%,0.38677094584624483,0.007492848903103495,9.990434008363635e-05,594,1.0,1.0,1.0,1.0
WBL4,UL,0.5,UL_50%,0.4616571301563268,0.008941385899317311,0.00012206978682780663,594,3.0,3.0,3.0,3.0
POW4,UL,0.5,UL_50%,0.4735097440888807,0.009189669037254024,0.00015465403429571338,594,4.0,4.0,4.0,4.0
LC-PFN,UL,0.5,UL_50%,2.5551376342773438,0.02746015414595604,0.023528341203927994,595,4.0,4.0,1.0,3.0
MMF4,UL,0.5,UL_50%,2.5157472726159464,0.026701059859381083,0.023574474115594345,595,3.0,3.0,2.0,2.6666666666666665
WBL4,UL,0.5,UL_50%,2.5157450778658728,0.026701017209357965,0.023574476024036874,595,2.0,2.0,3.0,2.3333333333333335
POW4,UL,0.5,UL_50%,2.515744783537373,0.026701011467542377,0.023574476233918173,595,1.0,1.0,4.0,2.0
LC-PFN,UL,0.5,UL_50%,0.8746182322502136,0.014954686164855957,0.00032537238439545035,596,1.0,1.0,1.0,1.0
MMF4,UL,0.5,UL_50%,3.169743111011302,0.056502055499989136,0.0036500513605498713,596,3.0,3.0,3.0,3.0
WBL4,UL,0.5,UL_50%,4.354036059108869,0.07886192315695423,0.007187770523819266,596,4.0,4.0,4.0,4.0
POW4,UL,0.5,UL_50%,1.4213873809438657,0.02474591144375367,0.0007655519341657624,596,2.0,2.0,2.0,2.0
LC-PFN,UL,0.5,UL_50%,3.158282518386841,0.03736640885472298,0.001982009969651699,597,2.0,2.0,2.0,2.0
MMF4,UL,0.5,UL_50%,3.814778937947721,0.04294179916776222,0.0022269347649985565,597,3.0,3.0,3.0,3.0
WBL4,UL,0.5,UL_50%,1.688885266579649,0.01951986187967199,0.0006476441279903197,597,1.0,1.0,1.0,1.0
POW4,UL,0.5,UL_50%,5.742314861929663,0.0708758495487877,0.006996770527237416,597,4.0,4.0,4.0,4.0
LC-PFN,UL,0.5,UL_50%,4.321301460266113,0.05427585169672966,0.008334453217685223,598,1.0,1.0,3.0,1.6666666666666667
MMF4,UL,0.5,UL_50%,7.218928542527722,0.09216251043134412,0.010255615875524602,598,4.0,4.0,4.0,4.0
WBL4,UL,0.5,UL_50%,5.892890153607249,0.07526138076105952,0.008147671933753917,598,2.0,2.0,1.0,1.6666666666666667
POW4,UL,0.5,UL_50%,5.892890366412376,0.07526138352769811,0.008147672163085085,598,3.0,3.0,2.0,2.6666666666666665
LC-PFN,UL,0.5,UL_50%,0.8283858299255371,0.01367289386689663,0.0002987247135024518,599,1.0,1.0,1.0,1.0
MMF4,UL,0.5,UL_50%,0.8722967350022373,0.01439368078165065,0.00032733084644686445,599,2.0,2.0,2.0,2.0
WBL4,UL,0.5,UL_50%,1.3159698004162328,0.02164256539070718,0.0006737962777228971,599,4.0,4.0,4.0,4.0
POW4,UL,0.5,UL_50%,1.2404466614724998,0.020580869570830197,0.0006263617010075935,599,3.0,3.0,3.0,3.0
LC-PFN,UL,0.5,UL_50%,3.3968300819396973,0.03549313172698021,0.0023365728557109833,600,4.0,4.0,4.0,4.0
MMF4,UL,0.5,UL_50%,2.7684789083774994,0.02896286916277524,0.0014382469998609128,600,2.0,2.0,2.0,2.0
WBL4,UL,0.5,UL_50%,2.660590908139681,0.027802131684235263,0.0012822541529588238,600,1.0,1.0,1.0,1.0
POW4,UL,0.5,UL_50%,3.2681488309042814,0.03415016307554301,0.002118203518953657,600,3.0,3.0,3.0,3.0
LC-PFN,UL,0.5,UL_50%,0.7762048244476318,0.013358059339225292,0.00038068360299803317,601,2.0,2.0,2.0,2.0
MMF4,UL,0.5,UL_50%,0.6156375298090978,0.01053622836446527,0.00018102687379749013,601,1.0,1.0,1.0,1.0
WBL4,UL,0.5,UL_50%,1.0983949342563073,0.018712622019102194,0.00048487559309022456,601,3.0,3.0,3.0,3.0
POW4,UL,0.5,UL_50%,1.1250375957294971,0.019480532404554277,0.0006209157317742613,601,4.0,4.0,4.0,4.0
LC-PFN,UL,0.5,UL_50%,0.2035660743713379,0.003707215655595064,2.9305676434887573e-05,602,1.0,1.0,2.0,1.3333333333333333
MMF4,UL,0.5,UL_50%,0.2130252532833869,0.003879875467112077,2.739966957807881e-05,602,2.0,2.0,1.0,1.6666666666666667
WBL4,UL,0.5,UL_50%,0.23741893051665366,0.0043257114566842055,3.3930135708149595e-05,602,4.0,4.0,4.0,4.0
POW4,UL,0.5,UL_50%,0.2374188682927171,0.004325710319152534,3.393012290761415e-05,602,3.0,3.0,3.0,3.0
LC-PFN,UL,0.5,UL_50%,3.6465282440185547,0.05586521700024605,0.004340826533734798,603,2.0,2.0,2.0,2.0
MMF4,UL,0.5,UL_50%,7.609040704496098,0.11099842513195915,0.014970819744168784,603,3.0,3.0,3.0,3.0
WBL4,UL,0.5,UL_50%,7.934060798039792,0.11532227561710781,0.0159502800419912,603,4.0,4.0,4.0,4.0
POW4,UL,0.5,UL_50%,1.838935963569302,0.028941722207005777,0.0009536974350745091,603,1.0,1.0,1.0,1.0
LC-PFN,UL,0.5,UL_50%,4.77591609954834,0.05653374269604683,0.008711024187505245,604,4.0,4.0,1.0,3.0
MMF4,UL,0.5,UL_50%,4.079082485559934,0.049236965206114036,0.009568738108068837,604,2.0,2.0,3.0,2.3333333333333335
WBL4,UL,0.5,UL_50%,4.017779346905473,0.04861363453441745,0.009718774833567308,604,1.0,1.0,4.0,2.0
POW4,UL,0.5,UL_50%,4.309404988089118,0.0516137433260893,0.009175185672828911,604,3.0,3.0,2.0,2.6666666666666665
LC-PFN,UL,0.5,UL_50%,1.6885567903518677,0.021107614040374756,0.0007120341761037707,605,1.0,1.0,1.0,1.0
MMF4,UL,0.5,UL_50%,25.052775071807925,0.2580294986036599,0.07071107799074806,605,4.0,4.0,4.0,4.0
WBL4,UL,0.5,UL_50%,4.801525009475409,0.06119317627345085,0.005458219294437787,605,2.0,2.0,2.0,2.0
POW4,UL,0.5,UL_50%,5.9314646355576075,0.07133286597639463,0.005583131715743279,605,3.0,3.0,3.0,3.0
LC-PFN,UL,0.5,UL_50%,1.8893976211547852,0.024704843759536743,0.0007558934739790857,606,2.0,2.0,1.0,1.6666666666666667
MMF4,UL,0.5,UL_50%,2.4742293613061555,0.034975059490507485,0.002119738345419008,606,3.0,3.0,3.0,3.0
WBL4,UL,0.5,UL_50%,2.971305368921209,0.04245113588621024,0.0031252576001469913,606,4.0,4.0,4.0,4.0
POW4,UL,0.5,UL_50%,1.678324699514029,0.023193630013096378,0.0008986377254636064,606,1.0,1.0,2.0,1.3333333333333333
LC-PFN,UL,0.5,UL_50%,0.13129878044128418,0.001526708365418017,4.905533387500327e-06,607,1.0,1.0,1.0,1.0
MMF4,UL,0.5,UL_50%,0.6812562942620976,0.007976276909235185,6.67769748374438e-05,607,3.0,3.0,3.0,3.0
WBL4,UL,0.5,UL_50%,0.22212565596530262,0.0025869543686372065,9.727129223825805e-06,607,2.0,2.0,2.0,2.0
POW4,UL,0.5,UL_50%,1.7125604016896698,0.020272587797270175,0.00042270470527684,607,4.0,4.0,4.0,4.0
LC-PFN,UL,0.5,UL_50%,0.15842503309249878,0.0024441597051918507,9.546367436996661e-06,608,1.0,1.0,1.0,1.0
MMF4,UL,0.5,UL_50%,0.38584305475761627,0.005950493526121397,4.808809663214092e-05,608,3.0,3.0,3.0,3.0
WBL4,UL,0.5,UL_50%,0.3870123697502476,0.005968436927862969,4.841496748203844e-05,608,4.0,4.0,4.0,4.0
POW4,UL,0.5,UL_50%,0.3410836562849248,0.005263068515563513,3.635980413525249e-05,608,2.0,2.0,2.0,2.0
LC-PFN,UL,0.5,UL_50%,2.7126095294952393,0.05085361376404762,0.0030982675962150097,609,2.0,2.0,2.0,2.0
MMF4,UL,0.5,UL_50%,3.03318111247322,0.056687585080122886,0.003922542762802281,609,3.0,3.0,3.0,3.0
WBL4,UL,0.5,UL_50%,3.2728534677786336,0.061008990386656886,0.004513575508831737,609,4.0,4.0,4.0,4.0
POW4,UL,0.5,UL_50%,2.141438398024616,0.04036901811715951,0.0020156569231140164,609,1.0,1.0,1.0,1.0
LC-PFN,UL,0.5,UL_50%,2.4947190284729004,0.04190725460648537,0.002233474515378475,610,3.0,3.0,3.0,3.0
MMF4,UL,0.5,UL_50%,0.8883157757590491,0.014309628879099574,0.0003606778013667233,610,1.0,1.0,2.0,1.3333333333333333
WBL4,UL,0.5,UL_50%,0.9270074599438075,0.014996825428193432,0.00033833162433568996,610,2.0,2.0,1.0,1.6666666666666667
POW4,UL,0.5,UL_50%,2.608673095265656,0.04379812561144389,0.0024052975879005536,610,4.0,4.0,4.0,4.0
LC-PFN,UL,0.5,UL_50%,0.6752196550369263,0.01100218202918768,0.00018696060578804463,611,1.0,1.0,1.0,1.0
MMF4,UL,0.5,UL_50%,3.7023611869707715,0.057846372034589894,0.004121996697465049,611,3.0,3.0,3.0,3.0
WBL4,UL,0.5,UL_50%,4.059713084621911,0.06316604425308288,0.004864903534503892,611,4.0,4.0,4.0,4.0
POW4,UL,0.5,UL_50%,1.5944205985999556,0.025829273431860467,0.0007110665902063327,611,2.0,2.0,2.0,2.0
LC-PFN,UL,0.5,UL_50%,5.594728469848633,0.06992176175117493,0.013301682658493519,612,1.0,1.0,1.0,1.0
MMF4,UL,0.5,UL_50%,10.328023118088185,0.14489821070080794,0.03212944352124376,612,3.0,3.0,3.0,3.0
WBL4,UL,0.5,UL_50%,18.57617035834227,0.29896453034568343,0.10458554589314795,612,4.0,4.0,4.0,4.0
POW4,UL,0.5,UL_50%,7.45127005354772,0.09960278072969972,0.023199349109427565,612,2.0,2.0,2.0,2.0
LC-PFN,UL,0.5,UL_50%,0.5591909885406494,0.008952987380325794,0.00010676432430045679,613,3.0,3.0,2.0,2.6666666666666665
MMF4,UL,0.5,UL_50%,0.37321898957828564,0.005905229249143604,5.971157464928229e-05,613,1.0,1.0,1.0,1.0
WBL4,UL,0.5,UL_50%,0.5368060941458449,0.008559687550109017,0.0001184215404888107,613,2.0,2.0,3.0,2.3333333333333335
POW4,UL,0.5,UL_50%,0.6552625150472954,0.010567658961982574,0.0001438500252537701,613,4.0,4.0,4.0,4.0
LC-PFN,UL,0.7,UL_70%,0.4384074807167053,0.007890462875366211,7.657703099539503e-05,614,2.0,2.0,2.0,2.0
MMF4,UL,0.7,UL_70%,1.6976380741752304,0.030031394177893307,0.0009699118491072366,614,4.0,4.0,4.0,4.0
WBL4,UL,0.7,UL_70%,1.0383452987176407,0.01850276283731079,0.0004104398574228947,614,3.0,3.0,3.0,3.0
POW4,UL,0.7,UL_70%,0.43506683656316536,0.00782417673788848,7.531036529087328e-05,614,1.0,1.0,1.0,1.0
LC-PFN,UL,0.7,UL_70%,4.7563066482543945,0.08504707366228104,0.009579779580235481,615,2.0,2.0,2.0,2.0
MMF4,UL,0.7,UL_70%,6.258021127870027,0.1089676662539383,0.014393886571859485,615,3.0,3.0,3.0,3.0
WBL4,UL,0.7,UL_70%,4.398225809589933,0.07735048629463355,0.00762010755952156,615,1.0,1.0,1.0,1.0
POW4,UL,0.7,UL_70%,9.936619472122743,0.1670545982306327,0.03314299915008875,615,4.0,4.0,4.0,4.0
LC-PFN,UL,0.7,UL_70%,4.633601665496826,0.05319614335894585,0.0058517418801784515,616,1.0,1.0,1.0,1.0
MMF4,UL,0.7,UL_70%,4.961904053101914,0.05670297291387736,0.006849755214707571,616,4.0,4.0,4.0,4.0
WBL4,UL,0.7,UL_70%,4.806240134629902,0.055058334096740574,0.0064437315898783045,616,3.0,3.0,3.0,3.0
POW4,UL,0.7,UL_70%,4.789590593632136,0.05488058196983303,0.006386545302504037,616,2.0,2.0,2.0,2.0
LC-PFN,UL,0.7,UL_70%,0.8905853033065796,0.01499949861317873,0.0003508941736072302,617,2.0,2.0,2.0,2.0
MMF4,UL,0.7,UL_70%,1.2182577702188369,0.02065845315081662,0.0005522795774438,617,3.0,3.0,3.0,3.0
WBL4,UL,0.7,UL_70%,1.5063412617565624,0.02572052904539111,0.0008305598468464581,617,4.0,4.0,4.0,4.0
POW4,UL,0.7,UL_70%,0.7971437656047563,0.013352638602332295,0.0002559391644586391,617,1.0,1.0,1.0,1.0
LC-PFN,UL,0.7,UL_70%,0.10324567556381226,0.001940608024597168,6.195281912368955e-06,618,1.0,1.0,2.0,1.3333333333333333
MMF4,UL,0.7,UL_70%,0.11359513826079591,0.0021365547656774274,5.98478084459374e-06,618,2.0,2.0,1.0,1.6666666666666667
WBL4,UL,0.7,UL_70%,0.12406617378406433,0.0023337672981909243,7.005764474198716e-06,618,3.0,3.0,3.0,3.0
POW4,UL,0.7,UL_70%,0.12406621102347107,0.0023337679996567415,7.005768015474725e-06,618,4.0,4.0,4.0,4.0
LC-PFN,UL,0.7,UL_70%,1.2304503917694092,0.02199333719909191,0.0015489102806895971,619,1.0,1.0,3.0,1.6666666666666667
MMF4,UL,0.7,UL_70%,1.252187526957685,0.0223946585237465,0.0014476066552448154,619,2.0,2.0,2.0,2.0
WBL4,UL,0.7,UL_70%,1.3043344521413538,0.023356355029840212,0.0013650868546940885,619,3.0,3.0,1.0,2.3333333333333335
POW4,UL,0.7,UL_70%,2.170326015484412,0.03978219581901573,0.002933768378581063,619,4.0,4.0,4.0,4.0
LC-PFN,UL,0.7,UL_70%,0.10867095738649368,0.0015626611420884728,3.5449791084829485e-06,620,1.0,1.0,1.0,1.0
MMF4,UL,0.7,UL_70%,0.11185578653715814,0.0016106057574216451,4.136253071471756e-06,620,2.0,2.0,2.0,2.0
WBL4,UL,0.7,UL_70%,0.35640511054706814,0.005110218739353808,2.8651219570788466e-05,620,3.0,3.0,3.0,3.0
POW4,UL,0.7,UL_70%,0.9608323225882115,0.013964904792713586,0.00020940186566969493,620,4.0,4.0,4.0,4.0
LC-PFN,UL,0.7,UL_70%,0.9009776711463928,0.011686211451888084,0.00019011838594451547,621,3.0,3.0,3.0,3.0
MMF4,UL,0.7,UL_70%,0.9894566026212973,0.012726483231505891,0.00024040084357028927,621,4.0,4.0,4.0,4.0
WBL4,UL,0.7,UL_70%,0.8348347662244527,0.010761547896469492,0.00018995986727044018,621,2.0,2.0,2.0,2.0
POW4,UL,0.7,UL_70%,0.8216593365203959,0.01059339889767496,0.00018554181808597318,621,1.0,1.0,1.0,1.0
LC-PFN,UL,0.7,UL_70%,0.07188097387552261,0.0011920580873265862,1.4266266816775897e-06,622,2.0,2.0,2.0,2.0
MMF4,UL,0.7,UL_70%,0.09368599487806552,0.0015562504873493828,2.4279798541582747e-06,622,3.0,3.0,3.0,3.0
WBL4,UL,0.7,UL_70%,0.016290096611274743,0.0002703903310332656,7.311093111627894e-08,622,1.0,1.0,1.0,1.0
POW4,UL,0.7,UL_70%,0.20427417356854521,0.0033972862653699385,1.1982181660621829e-05,622,4.0,4.0,4.0,4.0
LC-PFN,UL,0.7,UL_70%,0.7083225250244141,0.011890649795532227,0.00014316443412099034,623,1.0,1.0,1.0,1.0
MMF4,UL,0.7,UL_70%,2.4565109007491897,0.04197294545992197,0.0017617756795316462,623,3.0,3.0,3.0,3.0
WBL4,UL,0.7,UL_70%,2.2505922559347677,0.03837350199651057,0.001472525655476201,623,2.0,2.0,2.0,2.0
POW4,UL,0.7,UL_70%,2.7266244295374555,0.04671793803411389,0.0021832259648213777,623,4.0,4.0,4.0,4.0
LC-PFN,UL,0.7,UL_70%,0.5520775318145752,0.008483990095555782,0.00011540644482010975,624,2.0,2.0,2.0,2.0
MMF4,UL,0.7,UL_70%,0.8376008755977332,0.012915049218855801,0.00020510052158577161,624,3.0,3.0,3.0,3.0
WBL4,UL,0.7,UL_70%,0.32706463731547447,0.005005932678226991,3.4855102813828554e-05,624,1.0,1.0,1.0,1.0
POW4,UL,0.7,UL_70%,2.549062151788864,0.04010305639264701,0.0017738064669624869,624,4.0,4.0,4.0,4.0
LC-PFN,UL,0.7,UL_70%,12.92415714263916,0.09098003059625626,0.020850736647844315,625,1.0,2.0,4.0,2.3333333333333335
MMF4,UL,0.7,UL_70%,13.318714260690962,0.09141346906868007,0.016955659126615646,625,3.0,3.0,2.0,2.6666666666666665
WBL4,UL,0.7,UL_70%,13.34875206783665,0.09158059811215467,0.016926799846673023,625,4.0,4.0,1.0,3.0
POW4,UL,0.7,UL_70%,13.106584995481244,0.0905425785008303,0.01773734985779144,625,2.0,1.0,3.0,2.0
LC-PFN,UL,0.7,UL_70%,2.168778419494629,0.038265492767095566,0.0027772155590355396,626,1.0,1.0,1.0,1.0
MMF4,UL,0.7,UL_70%,4.005992629356945,0.07062651069062449,0.005332332544180908,626,3.0,3.0,3.0,3.0
WBL4,UL,0.7,UL_70%,4.952057275073576,0.08681267591858924,0.007599421309574784,626,4.0,4.0,4.0,4.0
POW4,UL,0.7,UL_70%,3.7541952073744023,0.0660808630338199,0.005148417495069415,626,2.0,2.0,2.0,2.0
LC-PFN,UL,0.7,UL_70%,10.206779479980469,0.040212396532297134,0.0026071323081851006,627,4.0,4.0,4.0,4.0
MMF4,UL,0.7,UL_70%,9.948093455862022,0.03934258378077314,0.0023184274046036003,627,3.0,3.0,3.0,3.0
WBL4,UL,0.7,UL_70%,9.901910868491408,0.039138176638235225,0.002287330510714087,627,2.0,2.0,2.0,2.0
POW4,UL,0.7,UL_70%,9.901910860295423,0.03913817660250363,0.0022873305064900827,627,1.0,1.0,1.0,1.0
LC-PFN,UL,0.7,UL_70%,0.25546130537986755,0.005085487384349108,2.74108078883728e-05,628,3.0,3.0,3.0,3.0
MMF4,UL,0.7,UL_70%,0.12184933147350212,0.002429364541143377,6.987335595676835e-06,628,2.0,2.0,2.0,2.0
WBL4,UL,0.7,UL_70%,0.295247481632105,0.005875093143973745,3.6964787696378536e-05,628,4.0,4.0,4.0,4.0
POW4,UL,0.7,UL_70%,0.10793853756151708,0.0021523911279299757,5.638903485855242e-06,628,1.0,1.0,1.0,1.0
LC-PFN,UL,0.7,UL_70%,1.1709487438201904,0.018708057701587677,0.0005549061461351812,629,2.0,2.0,1.0,1.6666666666666667
MMF4,UL,0.7,UL_70%,1.7957893798049291,0.02855955869542912,0.0010553094058821668,629,3.0,3.0,3.0,3.0
WBL4,UL,0.7,UL_70%,1.9826532116668194,0.03146164191479973,0.0012839365796332987,629,4.0,4.0,4.0,4.0
POW4,UL,0.7,UL_70%,1.123525020730899,0.01795681648100441,0.0006049583395666908,629,1.0,1.0,2.0,1.3333333333333333
LC-PFN,UL,0.7,UL_70%,0.48587703704833984,0.009325999766588211,0.00011374815949238837,630,3.0,3.0,3.0,3.0
MMF4,UL,0.7,UL_70%,0.3004340716882454,0.005780997259525113,5.332176579368628e-05,630,1.0,1.0,1.0,1.0
WBL4,UL,0.7,UL_70%,0.7359432421556331,0.014088365535585982,0.0002174813795933039,630,4.0,4.0,4.0,4.0
POW4,UL,0.7,UL_70%,0.4177340978890759,0.008024726106529245,9.00016077709318e-05,630,2.0,2.0,2.0,2.0
LC-PFN,UL,0.7,UL_70%,0.16164802014827728,0.0027727484703063965,1.0571183338470291e-05,631,1.0,1.0,1.0,1.0
MMF4,UL,0.7,UL_70%,0.22568931291849725,0.0038722119111603724,1.7024937628384658e-05,631,3.0,3.0,3.0,3.0
WBL4,UL,0.7,UL_70%,0.19839296701869577,0.0033902738050062054,1.2904699178847242e-05,631,2.0,2.0,2.0,2.0
POW4,UL,0.7,UL_70%,1.89803243107316,0.03315680697127044,0.0011600627736521444,631,4.0,4.0,4.0,4.0
LC-PFN,UL,0.7,UL_70%,1.1217045783996582,0.018688276410102844,0.0004349032824393362,632,1.0,1.0,1.0,1.0
MMF4,UL,0.7,UL_70%,2.3245036597721125,0.03758170334452822,0.0015776457033792905,632,3.0,3.0,3.0,3.0
WBL4,UL,0.7,UL_70%,2.5018961418562298,0.04037221072613104,0.0018082502957943644,632,4.0,4.0,4.0,4.0
POW4,UL,0.7,UL_70%,1.4375570453323063,0.02352722472178726,0.0006964941656560396,632,2.0,2.0,2.0,2.0
LC-PFN,UL,0.7,UL_70%,1.848164439201355,0.029458241537213326,0.001282444573007524,633,2.0,2.0,2.0,2.0
MMF4,UL,0.7,UL_70%,4.27305572538168,0.06599892595427764,0.0052109123003924555,633,3.0,3.0,3.0,3.0
WBL4,UL,0.7,UL_70%,4.483515724274301,0.06908481223696933,0.0056281514971191155,633,4.0,4.0,4.0,4.0
POW4,UL,0.7,UL_70%,1.0630297241262578,0.017025538986647454,0.00042485722888545015,633,1.0,1.0,1.0,1.0
LC-PFN,UL,0.7,UL_70%,1.029253602027893,0.01615634560585022,0.00040900491876527667,634,2.0,2.0,2.0,2.0
MMF4,UL,0.7,UL_70%,1.1550147306963359,0.01813303178922274,0.0004896059664350485,634,3.0,3.0,3.0,3.0
WBL4,UL,0.7,UL_70%,0.8225741368124915,0.012853161202415928,0.0002512854877947504,634,1.0,1.0,1.0,1.0
POW4,UL,0.7,UL_70%,1.7655778656211072,0.027969034950950124,0.001014179986973298,634,4.0,4.0,4.0,4.0
LC-PFN,UL,0.7,UL_70%,2.2847912311553955,0.04249906912446022,0.003989106044173241,635,1.0,1.0,4.0,2.0
MMF4,UL,0.7,UL_70%,3.0218580523579357,0.056334019523937136,0.0039318261079521865,635,4.0,4.0,3.0,3.6666666666666665
WBL4,UL,0.7,UL_70%,2.37213190656849,0.044200497372512,0.003804070695078168,635,2.0,2.0,2.0,2.0
POW4,UL,0.7,UL_70%,2.3721319154805043,0.04420049754320875,0.0038040705417056223,635,3.0,3.0,1.0,2.3333333333333335
LC-PFN,UL,0.7,UL_70%,0.5741079449653625,0.01130947470664978,0.00013693005894310772,636,3.0,3.0,3.0,3.0
MMF4,UL,0.7,UL_70%,0.23951589283053337,0.004740945245214739,3.804437269094329e-05,636,1.0,1.0,1.0,1.0
WBL4,UL,0.7,UL_70%,0.5227646603348347,0.010306382096965522,0.00012920409772886873,636,2.0,2.0,2.0,2.0
POW4,UL,0.7,UL_70%,0.635815345803936,0.012495055679235218,0.00016763317171247485,636,4.0,4.0,4.0,4.0
LC-PFN,UL,0.7,UL_70%,0.18792647123336792,0.0017748858081176877,3.157370656481362e-06,637,1.0,1.0,1.0,1.0
MMF4,UL,0.7,UL_70%,1.7428818567726854,0.01679050870250485,0.0002878668992360267,637,3.0,3.0,3.0,3.0
WBL4,UL,0.7,UL_70%,0.2535515545789764,0.002405296172401491,5.785450504952259e-06,637,2.0,2.0,2.0,2.0
POW4,UL,0.7,UL_70%,5.99682061979581,0.06121179891181035,0.0046007394198541145,637,4.0,4.0,4.0,4.0
LC-PFN,UL,0.7,UL_70%,0.2571423649787903,0.005125101655721664,2.8473878046497703e-05,638,2.0,2.0,3.0,2.3333333333333335
MMF4,UL,0.7,UL_70%,0.25794959651055194,0.005141228075917048,2.8100024396903902e-05,638,3.0,3.0,2.0,2.6666666666666665
WBL4,UL,0.7,UL_70%,0.24668935677469808,0.004917127235391568,2.5973674953389813e-05,638,1.0,1.0,1.0,1.0
POW4,UL,0.7,UL_70%,0.7925195803408989,0.015711716618979764,0.00026121256269050945,638,4.0,4.0,4.0,4.0
LC-PFN,UL,0.7,UL_70%,0.09475238621234894,0.0018932538805529475,3.5844202557200333e-06,639,3.0,3.0,3.0,3.0
MMF4,UL,0.7,UL_70%,1.4325887103095721e-05,2.86517701015712e-07,8.209239299532893e-14,639,1.0,1.0,1.0,1.0
WBL4,UL,0.7,UL_70%,0.03209738138153709,0.0006417416453673441,4.118323393987861e-07,639,2.0,2.0,2.0,2.0
POW4,UL,0.7,UL_70%,0.1805055524801762,0.003603606340070169,1.298597865419392e-05,639,4.0,4.0,4.0,4.0
LC-PFN,UL,0.7,UL_70%,2.0834553241729736,0.03177240118384361,0.001455043675377965,640,1.0,1.0,1.0,1.0
MMF4,UL,0.7,UL_70%,3.5503636850277798,0.05579034328948242,0.005171707363056187,640,3.0,3.0,3.0,3.0
WBL4,UL,0.7,UL_70%,4.292381309271047,0.0687495963880447,0.008582492718364547,640,4.0,4.0,4.0,4.0
POW4,UL,0.7,UL_70%,2.389431137619031,0.03630523604111276,0.0016480297580911858,640,2.0,2.0,2.0,2.0
LC-PFN,UL,0.7,UL_70%,1.1774356365203857,0.01877213455736637,0.0004716693074442446,641,1.0,1.0,1.0,1.0
MMF4,UL,0.7,UL_70%,2.0242680974479463,0.031949860974100616,0.0012186221201036685,641,4.0,4.0,4.0,4.0
WBL4,UL,0.7,UL_70%,2.007807440094612,0.03169611009597338,0.0012001506929043859,641,3.0,3.0,3.0,3.0
POW4,UL,0.7,UL_70%,1.3162213578945254,0.020937469167790688,0.0005625871039833212,641,2.0,2.0,2.0,2.0
LC-PFN,UL,0.7,UL_70%,1.6758233308792114,0.027827342972159386,0.0013123678509145975,642,1.0,1.0,1.0,1.0
MMF4,UL,0.7,UL_70%,2.0131500522196073,0.033629952867708125,0.001883454809452073,642,4.0,4.0,4.0,4.0
WBL4,UL,0.7,UL_70%,2.002947823585614,0.033452832575747826,0.0018593927837036713,642,3.0,3.0,3.0,3.0
POW4,UL,0.7,UL_70%,1.8251349515863622,0.030384454582730567,0.0015640786734512125,642,2.0,2.0,2.0,2.0
LC-PFN,UL,0.7,UL_70%,4.452220916748047,0.044333379715681076,0.0031538617331534624,643,3.0,3.0,3.0,3.0
MMF4,UL,0.7,UL_70%,4.44436658001341,0.044249738041130166,0.003037653800631765,643,2.0,2.0,2.0,2.0
WBL4,UL,0.7,UL_70%,4.264901619982581,0.04231541234837645,0.0024036039479862974,643,1.0,1.0,1.0,1.0
POW4,UL,0.7,UL_70%,4.87476464465445,0.04897735539450254,0.003795596066322352,643,4.0,4.0,4.0,4.0
LC-PFN,UL,0.7,UL_70%,1.8397012948989868,0.028658278286457062,0.0009307948057539761,644,3.0,3.0,2.0,2.6666666666666665
MMF4,UL,0.7,UL_70%,1.9775771243407025,0.031030554550027928,0.0013641858847483455,644,4.0,4.0,4.0,4.0
WBL4,UL,0.7,UL_70%,1.7390100392617718,0.02739852546100717,0.0010565149468749046,644,2.0,2.0,3.0,2.3333333333333335
POW4,UL,0.7,UL_70%,1.3773877919743847,0.02177627727680065,0.000626016070925612,644,1.0,1.0,1.0,1.0
LC-PFN,UL,0.7,UL_70%,9.106037139892578,0.11477537453174591,0.018091026693582535,645,1.0,1.0,1.0,1.0
MMF4,UL,0.7,UL_70%,16.621549340972834,0.19837295471128627,0.04942519405166918,645,3.0,3.0,3.0,3.0
WBL4,UL,0.7,UL_70%,19.52325480047266,0.22687755998336107,0.0630565924587141,645,4.0,4.0,4.0,4.0
POW4,UL,0.7,UL_70%,13.636661905326436,0.16695490888334047,0.03553401007134195,645,2.0,2.0,2.0,2.0
LC-PFN,UL,0.7,UL_70%,0.9402550458908081,0.017362039536237717,0.0005278153694234788,646,3.0,3.0,3.0,3.0
MMF4,UL,0.7,UL_70%,0.7940624136668057,0.014696817316036594,0.00038088387328905527,646,2.0,2.0,2.0,2.0
WBL4,UL,0.7,UL_70%,0.7925813503812801,0.014669679268674636,0.00037973963679353157,646,1.0,1.0,1.0,1.0
POW4,UL,0.7,UL_70%,1.1481069800533132,0.021331014776011264,0.0005730985844814229,646,4.0,4.0,4.0,4.0
LC-PFN,UL,0.7,UL_70%,4.163978576660156,0.033182621002197266,0.0023500302340835333,647,1.0,1.0,1.0,1.0
MMF4,UL,0.7,UL_70%,7.476205803819545,0.055918560276146057,0.0056348871742686575,647,4.0,4.0,4.0,4.0
WBL4,UL,0.7,UL_70%,4.828893063652864,0.03799999999614945,0.0025960000004368352,647,3.0,3.0,2.0,2.6666666666666665
